crime_id,crime_type,criminal_id,neighbourhood_id
19752,Total Arrests,23,53
19753,Firearm-Related,1129,94
19754,Other Criminal Violations - Offensive Weapons,13987,113
19755,Other,16162,135
19756,Break and Enter,16161,11
19757,Total Arrests,16942,25
19758,Other,9809,83
19759,Fraud,29613,93
19760,Assaults,20115,139
19761,Other,21726,55
19762,Total Arrests,6999,19
19763,Other,7183,92
19764,Total Arrests,23419,90
19765,Total Arrests,18041,11
19766,Assaults,20558,60
19767,Other,21826,41
19768,Assaults,8999,130
19769,Theft Under $5000,3313,107
19770,Theft Under $5000,13330,60
19771,Other,29440,22
19772,Other,25030,128
19773,Firearm-Related,15803,126
19774,Total Arrests,11168,103
19775,Total Arrests,2325,132
19776,Assaults,9640,110
19777,Other,21980,58
19778,Other,13339,65
19779,Total Arrests,10754,58
19780,Drive While Impaired / Over 80,5985,76
19781,Other,18896,19
19782,Other,15143,128
19783,Other,11064,104
19784,Assaults,363,107
19785,Assaults,3455,118
19786,Firearm-Related,19183,79
19787,Other,21005,84
19788,Other,28030,118
19789,Other,3256,10
19790,Sexual Violations,17602,30
19791,Total Arrests,17870,24
19792,Other,26680,55
19793,Assaults,5350,104
19794,Other Criminal Violations - Offensive Weapons,27113,127
19795,Other,7196,125
19796,Total Arrests,10048,93
19797,Other,7751,8
19798,Other,29394,138
19799,Robbery,22464,75
19800,Other Criminal Violations - Offensive Weapons,9400,40
19801,Theft Under $5000,26025,140
19802,Firearm-Related,13687,85
19803,Assaults,8036,16
19804,Robbery,30761,78
19805,Other,1508,48
19806,Other Criminal Violations - Offensive Weapons,17388,91
19807,Drive While Impaired / Over 80,22788,129
19808,Other,14777,22
19809,Other Criminal Violations - Offensive Weapons,17310,14
19810,Theft Under $5000,29528,73
19811,Other Criminal Violations - Offensive Weapons,24660,19
19812,Assaults,30766,40
19813,Fraud,6584,98
19814,Theft Under $5000,28319,4
19815,Drive While Impaired / Over 80,3928,33
19816,Other,26119,43
19817,Total Arrests,17370,27
19818,Other,30541,81
19819,Other,15798,113
19820,Other,4232,117
19821,Theft Under $5000,5303,124
19822,Other,30405,95
19823,Total Arrests,5292,63
19824,Fraud,909,134
19825,Drive While Impaired / Over 80,27485,124
19826,Other,15124,116
19827,Assaults,12878,95
19828,Other,14240,67
19829,Break and Enter,21436,97
19830,Other,27314,116
19831,Dangerous Driving,2587,13
19832,Total Arrests,9336,64
19833,Other,15641,85
19834,Assaults,17716,56
19835,Other,23236,132
19836,Other,27925,112
19837,Other,26130,33
19838,Fail to Remain,10535,53
19839,Other,1807,101
19840,Firearm-Related,10293,89
19841,Theft Under $5000,17190,29
19842,Total Arrests,30128,51
19843,Break and Enter,20532,50
19844,Assaults,10968,111
19845,Other,16456,36
19846,Other,28,109
19847,Fraud,8661,60
19848,Dangerous Driving,20368,20
19849,Drive While Impaired / Over 80,25340,133
19850,Other,31606,124
19851,Drive While Impaired / Over 80,7056,1
19852,Other,23075,19
19853,Other,9617,87
19854,Other,10441,29
19855,Total Arrests,3833,59
19856,Attempted Murder,15971,63
19857,Assaults,13108,98
19858,Other,28637,48
19859,Other,28647,62
19860,Total Arrests,13778,18
19861,Assaults,26252,27
19862,Drive While Impaired / Over 80,15955,6
19863,Total Arrests,16944,6
19864,Theft Under $5000,7958,31
19865,Other,12667,105
19866,Assaults,20216,94
19867,Fail to Remain,10111,56
19868,Other,7345,18
19869,Assaults,21556,87
19870,Other,16463,23
19871,Assaults,13697,25
19872,Total Arrests,21314,7
19873,Other,20032,133
19874,Theft Under $5000,1032,18
19875,Total Arrests,23766,106
19876,Other,18457,33
19877,Other Criminal Violations - Offensive Weapons,29122,79
19878,Robbery,23296,35
19879,Other,15091,110
19880,Other,22473,65
19881,Other,15817,63
19882,Other Criminal Violations - Offensive Weapons,17869,72
19883,Drive While Impaired / Over 80,10438,41
19884,Other,15454,128
19885,Assaults,22223,108
19886,Total Arrests,14259,104
19887,Assaults,31157,38
19888,Break and Enter,1551,35
19889,Total Arrests,12978,136
19890,Fraud,30663,102
19891,Other,21882,68
19892,Total Arrests,4683,37
19893,Other,14440,85
19894,Other,18214,29
19895,Theft Under $5000,3752,41
19896,Drive While Impaired / Over 80,22466,56
19897,Other,12915,16
19898,Total Arrests,10224,140
19899,Robbery,15399,66
19900,Other,6602,69
19901,Other,20844,23
19902,Assaults,3857,53
19903,Other,26759,120
19904,Total Arrests,12662,128
19905,Assaults,15592,49
19906,Other,6183,13
19907,Theft Under $5000,22468,108
19908,Assaults,7971,85
19909,Other,15155,45
19910,Break and Enter,2095,82
19911,Other,30756,68
19912,Total Arrests,12096,97
19913,Other,22623,77
19914,Fraud,19417,35
19915,Sexual Violations,13673,136
19916,Other,17933,52
19917,Assaults,29842,40
19918,Other,14229,121
19919,Drive While Impaired / Over 80,8560,113
19920,Assaults,65,111
19921,Drive While Disqualified,3300,36
19922,Other,4850,134
19923,Theft Under $5000,5640,70
19924,Break and Enter,18420,73
19925,Total Arrests,11056,16
19926,Total Arrests,26453,38
19927,Theft Over $5000,22059,18
19928,Other,29428,12
19929,Fraud,18613,54
19930,Theft Under $5000,22005,1
19931,Other Criminal Violations - Offensive Weapons,16981,111
19932,Other Criminal Violations - Offensive Weapons,31899,21
19933,Drive While Impaired / Over 80,31507,129
19934,Assaults,19991,93
19935,Other,10867,140
19936,Other,3890,124
19937,Other,19891,39
19938,Other,26411,60
19939,Attempted Murder,15459,97
19940,Assaults,31336,104
19941,Total Arrests,17780,139
19942,Total Arrests,26163,110
19943,Total Arrests,23914,29
19944,Firearm-Related,24688,89
19945,Other,453,119
19946,Other,10996,51
19947,Assaults,23721,108
19948,Other,2632,58
19949,Other,2187,36
19950,Total Arrests,5968,28
19951,Theft Over $5000,22759,131
19952,Fraud,21743,101
19953,Total Arrests,31704,107
19954,Other,4349,89
19955,Other,26581,35
19956,Other,1460,93
19957,Assaults,1943,105
19958,Other,14897,76
19959,Assaults,28070,84
19960,Total Arrests,21807,76
19961,Other,14408,50
19962,Drive While Impaired / Over 80,15623,100
19963,Other,26434,72
19964,Other,14558,115
19965,Total Arrests,21581,77
19966,Other,16446,121
19967,Total Arrests,17879,54
19968,Other,17565,71
19969,Other,13094,85
19970,Fraud,22653,102
19971,Theft Under $5000,2789,107
19972,Total Arrests,26452,28
19973,Other,10401,108
19974,Assaults,21021,21
19975,Other,21106,27
19976,Sexual Violations,22095,77
19977,Total Arrests,24087,50
19978,Other,16490,57
19979,Robbery,25731,119
19980,Other,28005,64
19981,Break and Enter,20472,48
19982,Assaults,26285,4
19983,Other,27400,131
19984,Other,3926,61
19985,Firearm-Related,18293,96
19986,Other,18434,4
19987,Total Arrests,14569,65
19988,Other Criminal Violations - Offensive Weapons,12657,140
19989,Robbery,9467,124
19990,Assaults,25522,93
19991,Other,24557,31
19992,Other,3905,71
19993,Sexual Violations,15468,2
19994,Other,10420,50
19995,Robbery,20181,135
19996,Total Arrests,16677,8
19997,Other,29256,55
19998,Assaults,31515,43
19999,Other,10415,30
20000,Theft Under $5000,22651,59
20001,Other Criminal Violations - Offensive Weapons,22755,9
20002,Assaults,12166,68
20003,Total Arrests,10684,81
20004,Fraud,27052,139
20005,Theft Under $5000,15443,123
20006,Other,4861,130
20007,Other,3730,23
20008,Total Arrests,31352,22
20009,Drive While Impaired / Over 80,14401,140
20010,Other,29977,9
20011,Assaults,24347,90
20012,Drive While Disqualified,21895,33
20013,Other,8620,89
20014,Fraud,23146,95
20015,Total Arrests,11165,69
20016,Theft Under $5000,6111,38
20017,Other,6956,139
20018,Assaults,107,64
20019,Other,28196,72
20020,Firearm-Related,4755,20
20021,Theft Over $5000,11526,34
20022,Other,28569,111
20023,Drive While Impaired / Over 80,21663,42
20024,Theft Under $5000,6409,136
20025,Total Arrests,7636,66
20026,Assaults,1226,21
20027,Theft Under $5000,12197,79
20028,Total Arrests,4251,70
20029,Assaults,15373,5
20030,Other,27945,67
20031,Assaults,17280,16
20032,Total Arrests,12098,99
20033,Other,30194,73
20034,Other Criminal Violations - Offensive Weapons,18005,35
20035,Other Criminal Violations - Offensive Weapons,21473,83
20036,Other Criminal Violations - Offensive Weapons,12056,110
20037,Total Arrests,26869,39
20038,Fraud,5420,10
20039,Break and Enter,17770,1
20040,Fraud,15714,6
20041,Other,28476,66
20042,Theft Over $5000,11785,38
20043,Sexual Violations,2434,67
20044,Total Arrests,10999,100
20045,Other,11576,77
20046,Theft Under $5000,31134,35
20047,Assaults,1302,45
20048,Firearm-Related,6859,68
20049,Robbery,8951,17
20050,Break and Enter,8939,5
20051,Other,25169,57
20052,Other,5645,95
20053,Other Criminal Violations - Offensive Weapons,11079,30
20054,Dangerous Driving,28688,7
20055,Drive While Impaired / Over 80,21473,124
20056,Robbery,9261,91
20057,Other,21825,52
20058,Other,31371,6
20059,Other,23878,109
20060,Assaults,22676,95
20061,Theft Under $5000,14691,66
20062,Assaults,3308,10
20063,Other,25279,26
20064,Other,21093,133
20065,Theft Under $5000,16489,68
20066,Assaults,26074,98
20067,Firearm-Related,20218,71
20068,Total Arrests,396,50
20069,Drive While Impaired / Over 80,19902,17
20070,Other,10846,11
20071,Other Criminal Violations - Offensive Weapons,3292,53
20072,Drive While Disqualified,18395,50
20073,Other,28458,136
20074,Theft Under $5000,13139,124
20075,Drive While Impaired / Over 80,26565,62
20076,Sexual Violations,4538,76
20077,Refuse Sample,9861,123
20078,Theft Under $5000,21353,90
20079,Other,21147,29
20080,Other,17436,102
20081,Attempted Murder,19226,101
20082,Other,6619,110
20083,Drive While Impaired / Over 80,4724,109
20084,Other,23857,29
20085,Total Arrests,24298,59
20086,Theft Over $5000,21909,70
20087,Assaults,19969,96
20088,Theft Under $5000,14838,44
20089,Other,8540,84
20090,Other,1264,121
20091,Fail to Remain,13306,57
20092,Total Arrests,21050,117
20093,Drive While Impaired / Over 80,24399,64
20094,Assaults,10935,99
20095,Fraud,10266,38
20096,Total Arrests,16340,27
20097,Other,27725,17
20098,Theft Under $5000,30625,63
20099,Total Arrests,30937,11
20100,Theft Under $5000,1352,64
20101,Assaults,23365,39
20102,Other,27398,130
20103,Other Criminal Violations - Offensive Weapons,7191,115
20104,Other,20212,45
20105,Other,25246,88
20106,Theft Under $5000,29390,80
20107,Dangerous Driving,31030,9
20108,Assaults,19031,105
20109,Total Arrests,16651,125
20110,Other,26015,78
20111,Fraud,10886,45
20112,Other,7435,108
20113,Other,30029,99
20114,Total Arrests,1023,27
20115,Fraud,24332,40
20116,Assaults,2038,26
20117,Other,31170,83
20118,Theft Under $5000,8757,26
20119,Total Arrests,24163,70
20120,Other,13559,67
20121,Other,17444,6
20122,Assaults,1425,28
20123,Theft Under $5000,4124,13
20124,Other,16604,63
20125,Total Arrests,406,13
20126,Other,9830,129
20127,Total Arrests,30471,40
20128,Other,18703,31
20129,Other,9952,17
20130,Other,26251,137
20131,Drive While Impaired / Over 80,8984,109
20132,Robbery,28159,64
20133,Other Criminal Violations - Offensive Weapons,21443,57
20134,Assaults,17694,25
20135,Robbery,24006,122
20136,Dangerous Driving,12026,78
20137,Assaults,4930,57
20138,Other,28989,71
20139,Other,29993,88
20140,Total Arrests,31058,113
20141,Other,9523,100
20142,Total Arrests,12639,47
20143,Firearm-Related,8703,116
20144,Assaults,10765,131
20145,Dangerous Driving,12122,90
20146,Other,25068,111
20147,Other,14220,90
20148,Other,1618,129
20149,Assaults,10249,139
20150,Other,17905,135
20151,Break and Enter,24277,12
20152,Drive While Impaired / Over 80,1584,106
20153,Total Arrests,6705,122
20154,Other,7989,53
20155,Assaults,22968,100
20156,Total Arrests,17960,37
20157,Other,28523,119
20158,Theft Under $5000,23320,59
20159,Total Arrests,9954,54
20160,Other,26568,1
20161,Other,27756,28
20162,Assaults,29941,112
20163,Other Criminal Violations - Offensive Weapons,27903,16
20164,Other,22561,28
20165,Other,25623,112
20166,Attempted Murder,27469,129
20167,Theft Under $5000,2614,116
20168,Robbery,3893,98
20169,Fraud,12337,70
20170,Total Arrests,25038,92
20171,Firearm-Related,6734,3
20172,Sexual Violations,4432,81
20173,Drive While Impaired / Over 80,24497,44
20174,Refuse Sample,17766,24
20175,Other,25722,99
20176,Other,3516,112
20177,Other Criminal Violations - Offensive Weapons,4455,123
20178,Break and Enter,7770,112
20179,Other,22874,130
20180,Fraud,8385,68
20181,Other,13728,91
20182,Total Arrests,30073,60
20183,Firearm-Related,3535,132
20184,Assaults,756,124
20185,Fraud,26261,96
20186,Assaults,31890,129
20187,Other,18910,33
20188,Other,17212,30
20189,Sexual Violations,25466,5
20190,Other,21133,118
20191,Fraud,27032,140
20192,Total Arrests,18718,38
20193,Break and Enter,30594,17
20194,Other Criminal Violations - Offensive Weapons,21331,109
20195,Drive While Impaired / Over 80,8303,40
20196,Other,12908,140
20197,Assaults,24431,111
20198,Other,8985,128
20199,Drive While Impaired / Over 80,14386,95
20200,Total Arrests,7182,29
20201,Total Arrests,13446,73
20202,Total Arrests,12876,21
20203,Drive While Impaired / Over 80,27220,60
20204,Total Arrests,3415,98
20205,Fraud,15006,75
20206,Other,9502,119
20207,Drive While Impaired / Over 80,14246,113
20208,Theft Under $5000,6458,114
20209,Other,6750,103
20210,Other,297,80
20211,Other,9822,63
20212,Other,16953,57
20213,Total Arrests,5284,29
20214,Assaults,13120,129
20215,Theft Under $5000,7665,124
20216,Dangerous Driving,29282,59
20217,Other,28688,86
20218,Drive While Impaired / Over 80,7512,71
20219,Other,31822,89
20220,Assaults,5466,98
20221,Other,24648,44
20222,Theft Over $5000,12558,116
20223,Total Arrests,4383,75
20224,Total Arrests,16450,23
20225,Fraud,17264,45
20226,Other,24644,92
20227,Total Arrests,9409,13
20228,Robbery,23607,34
20229,Other,27604,70
20230,Assaults,13691,108
20231,Other Criminal Violations - Offensive Weapons,5070,133
20232,Assaults,19624,126
20233,Theft Under $5000,11673,21
20234,Theft Under $5000,16892,131
20235,Other,7705,23
20236,Other,28291,19
20237,Other,27461,50
20238,Break and Enter,17510,20
20239,Total Arrests,17270,116
20240,Dangerous Driving,19226,92
20241,Drive While Impaired / Over 80,7976,93
20242,Fraud,12070,83
20243,Total Arrests,6566,53
20244,Assaults,22468,123
20245,Firearm-Related,4871,85
20246,Assaults,18910,82
20247,Total Arrests,9118,9
20248,Theft Over $5000,20600,4
20249,Other,1939,25
20250,Drive While Impaired / Over 80,28391,34
20251,Other,11555,73
20252,Other,29160,137
20253,Other,3233,82
20254,Total Arrests,20129,137
20255,Other,22606,4
20256,Other,31782,7
20257,Drive While Impaired / Over 80,3466,15
20258,Sexual Violations,441,38
20259,Other,28188,91
20260,Other,16846,52
20261,Total Arrests,25188,81
20262,Dangerous Driving,5414,100
20263,Assaults,11664,7
20264,Attempted Murder,5756,107
20265,Other,5013,45
20266,Robbery,19548,59
20267,Fraud,16127,122
20268,Assaults,6753,21
20269,Break and Enter,6,3
20270,Other,4777,2
20271,Other,7039,29
20272,Theft Over $5000,6415,37
20273,Theft Under $5000,22124,45
20274,Other,3971,120
20275,Drive While Impaired / Over 80,11051,46
20276,Assaults,2607,140
20277,Total Arrests,16483,53
20278,Other,526,45
20279,Drive While Impaired / Over 80,6338,32
20280,Total Arrests,1181,18
20281,Other Criminal Violations - Offensive Weapons,24452,13
20282,Other,26266,132
20283,Total Arrests,25715,23
20284,Theft Under $5000,20876,62
20285,Dangerous Driving,13058,54
20286,Theft Under $5000,5923,69
20287,Total Arrests,3072,14
20288,Fraud,22026,98
20289,Total Arrests,27504,28
20290,Theft Over $5000,23766,95
20291,Other,2793,71
20292,Drive While Impaired / Over 80,21163,67
20293,Other,13845,100
20294,Other,15,61
20295,Break and Enter,18800,103
20296,Other,2686,137
20297,Total Arrests,27477,119
20298,Assaults,16213,17
20299,Other,9429,49
20300,Other Criminal Violations - Offensive Weapons,31420,78
20301,Sexual Violations,8160,46
20302,Drive While Impaired / Over 80,24311,93
20303,Fraud,4101,121
20304,Total Arrests,6375,13
20305,Theft Under $5000,31945,45
20306,Drive While Impaired / Over 80,6005,17
20307,Other,5522,47
20308,Total Arrests,11413,62
20309,Other,26184,43
20310,Assaults,11756,68
20311,Other,23540,124
20312,Refuse Sample,19682,109
20313,Fraud,19018,28
20314,Break and Enter,3891,94
20315,Theft Under $5000,28841,118
20316,Other Criminal Violations - Offensive Weapons,27385,91
20317,Sexual Violations,17176,84
20318,Assaults,9192,33
20319,Drive While Impaired / Over 80,152,25
20320,Total Arrests,19448,19
20321,Other,22752,106
20322,Theft Under $5000,29176,33
20323,Total Arrests,24289,67
20324,Other,13862,42
20325,Other,18476,95
20326,Other Criminal Violations - Offensive Weapons,15033,47
20327,Other,4600,35
20328,Other,12275,117
20329,Other,12219,76
20330,Firearm-Related,23793,128
20331,Total Arrests,2978,55
20332,Assaults,17227,98
20333,Break and Enter,29023,108
20334,Total Arrests,3794,49
20335,Other,26647,113
20336,Other,1660,134
20337,Other,25174,70
20338,Assaults,5163,86
20339,Break and Enter,10706,136
20340,Assaults,28712,39
20341,Other,22831,131
20342,Refuse Sample,16041,10
20343,Other,4271,3
20344,Robbery,13287,46
20345,Other,3604,67
20346,Drive While Impaired / Over 80,13773,97
20347,Sexual Violations,23149,19
20348,Fail to Remain,17601,62
20349,Robbery,2292,98
20350,Other,13124,57
20351,Other,31000,95
20352,Other,3812,107
20353,Assaults,13348,88
20354,Total Arrests,31277,115
20355,Drive While Disqualified,21378,119
20356,Theft Under $5000,13852,52
20357,Refuse Sample,15514,41
20358,Other,5143,48
20359,Other,23247,91
20360,Assaults,25508,39
20361,Other,26715,13
20362,Firearm-Related,22918,132
20363,Refuse Sample,12195,96
20364,Other,7527,109
20365,Other,31270,104
20366,Theft Over $5000,19363,98
20367,Total Arrests,21732,43
20368,Other,13514,88
20369,Sexual Violations,30046,93
20370,Break and Enter,12085,126
20371,Firearm-Related,24318,109
20372,Fraud,13350,47
20373,Drive While Disqualified,15069,92
20374,Drive While Impaired / Over 80,4596,41
20375,Robbery,30395,3
20376,Other Criminal Violations - Offensive Weapons,15403,121
20377,Theft Under $5000,27495,77
20378,Other Criminal Violations - Offensive Weapons,27141,95
20379,Fraud,22596,13
20380,Firearm-Related,9956,105
20381,Break and Enter,18555,18
20382,Other,13997,37
20383,Total Arrests,24912,55
20384,Assaults,25753,52
20385,Total Arrests,19406,36
20386,Other Criminal Violations - Offensive Weapons,25355,114
20387,Drive While Impaired / Over 80,24221,52
20388,Other,1186,19
20389,Firearm-Related,3286,140
20390,Assaults,30606,92
20391,Drive While Impaired / Over 80,3448,139
20392,Total Arrests,20376,48
20393,Other,30139,101
20394,Other,10663,99
20395,Sexual Violations,30234,47
20396,Fraud,25515,67
20397,Other,4900,31
20398,Theft Under $5000,28583,76
20399,Other,16061,8
20400,Drive While Impaired / Over 80,1936,44
20401,Other,25210,35
20402,Other,9446,14
20403,Other,9275,110
20404,Assaults,10336,4
20405,Firearm-Related,17670,112
20406,Theft Under $5000,8546,69
20407,Other Criminal Violations - Offensive Weapons,7480,49
20408,Total Arrests,5256,55
20409,Other,18270,81
20410,Fraud,26395,140
20411,Other,5063,139
20412,Sexual Violations,7067,115
20413,Total Arrests,10713,75
20414,Other,15992,98
20415,Refuse Sample,31150,127
20416,Theft Under $5000,28585,111
20417,Sexual Violations,3023,101
20418,Other,27161,114
20419,Fail to Remain,21650,29
20420,Total Arrests,1548,62
20421,Other,30807,53
20422,Other,12211,117
20423,Fraud,4205,91
20424,Total Arrests,7591,106
20425,Drive While Impaired / Over 80,1369,86
20426,Other Criminal Violations - Offensive Weapons,11530,128
20427,Assaults,18142,100
20428,Total Arrests,15946,94
20429,Firearm-Related,29666,76
20430,Robbery,9710,3
20431,Break and Enter,13645,81
20432,Assaults,4918,105
20433,Other,19869,32
20434,Theft Under $5000,11878,8
20435,Other,13225,87
20436,Other,3053,30
20437,Total Arrests,27273,74
20438,Other,8383,123
20439,Theft Under $5000,30669,121
20440,Total Arrests,17317,38
20441,Other,20622,115
20442,Other,30565,109
20443,Other,7241,78
20444,Assaults,31560,36
20445,Other,3239,90
20446,Total Arrests,10408,40
20447,Other,566,74
20448,Theft Under $5000,21763,46
20449,Other,5559,107
20450,Other,16376,100
20451,Theft Under $5000,25711,61
20452,Total Arrests,17128,3
20453,Total Arrests,25249,82
20454,Theft Under $5000,11104,7
20455,Assaults,15175,31
20456,Total Arrests,8723,65
20457,Other,21794,95
20458,Drive While Impaired / Over 80,27598,64
20459,Total Arrests,8754,77
20460,Other,5630,3
20461,Other,6319,93
20462,Other,302,35
20463,Theft Under $5000,20152,15
20464,Theft Under $5000,20665,21
20465,Drive While Disqualified,7507,62
20466,Theft Under $5000,8702,83
20467,Firearm-Related,6963,4
20468,Theft Under $5000,5430,67
20469,Dangerous Driving,15867,94
20470,Other,30042,58
20471,Refuse Sample,7249,130
20472,Total Arrests,19830,25
20473,Drive While Impaired / Over 80,2204,11
20474,Other,19219,1
20475,Total Arrests,25371,48
20476,Assaults,2480,113
20477,Total Arrests,26100,138
20478,Total Arrests,21241,81
20479,Drive While Impaired / Over 80,10387,30
20480,Sexual Violations,27105,114
20481,Other,435,19
20482,Fraud,30215,110
20483,Dangerous Driving,10231,34
20484,Other,1707,32
20485,Robbery,24645,76
20486,Other,5726,126
20487,Assaults,18289,134
20488,Fail to Remain,23403,86
20489,Other,3960,75
20490,Total Arrests,14522,135
20491,Assaults,11144,45
20492,Other,6826,65
20493,Sexual Violations,6348,94
20494,Other Criminal Violations - Offensive Weapons,12842,19
20495,Dangerous Driving,22541,119
20496,Robbery,2714,47
20497,Other,29970,46
20498,Other,11562,29
20499,Other,22579,100
20500,Total Arrests,12788,65
20501,Fraud,6513,128
20502,Other,23252,51
20503,Other,20112,22
20504,Assaults,10597,110
20505,Assaults,31747,71
20506,Theft Under $5000,27902,33
20507,Other,19931,127
20508,Theft Under $5000,15183,109
20509,Other,30202,100
20510,Theft Under $5000,18688,44
20511,Other,20066,7
20512,Total Arrests,24237,128
20513,Other,3222,91
20514,Total Arrests,30184,130
20515,Other,20759,17
20516,Dangerous Driving,1083,65
20517,Assaults,8638,110
20518,Other,30833,30
20519,Other,13124,92
20520,Theft Under $5000,13043,75
20521,Sexual Violations,14134,105
20522,Total Arrests,17977,31
20523,Assaults,5609,97
20524,Theft Under $5000,5527,51
20525,Assaults,31087,58
20526,Other,21564,34
20527,Assaults,6473,21
20528,Firearm-Related,2776,37
20529,Sexual Violations,15829,64
20530,Other Criminal Violations - Offensive Weapons,12009,124
20531,Firearm-Related,27630,101
20532,Total Arrests,17975,119
20533,Break and Enter,22389,85
20534,Total Arrests,15056,78
20535,Firearm-Related,23615,104
20536,Drive While Impaired / Over 80,18616,72
20537,Other,5119,103
20538,Other,22839,77
20539,Theft Under $5000,7961,110
20540,Robbery,17946,19
20541,Attempted Murder,12465,130
20542,Refuse Sample,20031,134
20543,Other Criminal Violations - Offensive Weapons,7597,133
20544,Other,7241,62
20545,Fraud,4943,103
20546,Firearm-Related,19623,100
20547,Other,13537,52
20548,Assaults,1601,49
20549,Break and Enter,5701,100
20550,Theft Under $5000,6072,126
20551,Firearm-Related,10249,118
20552,Other Criminal Violations - Offensive Weapons,12524,54
20553,Robbery,17094,119
20554,Other,19356,133
20555,Assaults,27309,137
20556,Other,17178,98
20557,Total Arrests,19484,36
20558,Sexual Violations,11048,81
20559,Drive While Disqualified,22415,85
20560,Other,5766,83
20561,Firearm-Related,27,63
20562,Fraud,6694,67
20563,Drive While Impaired / Over 80,27844,3
20564,Total Arrests,21707,42
20565,Theft Under $5000,24661,24
20566,Other,22336,44
20567,Other,19486,129
20568,Theft Under $5000,6610,115
20569,Other,9315,36
20570,Fraud,16259,38
20571,Total Arrests,5310,82
20572,Other,12,29
20573,Total Arrests,24155,41
20574,Other,29685,88
20575,Break and Enter,15390,48
20576,Drive While Impaired / Over 80,26325,114
20577,Firearm-Related,27686,22
20578,Other,26453,99
20579,Robbery,27196,17
20580,Assaults,21798,86
20581,Firearm-Related,13672,133
20582,Fraud,5775,61
20583,Other,31634,89
20584,Robbery,16564,134
20585,Assaults,797,81
20586,Other,7280,95
20587,Dangerous Driving,28390,59
20588,Drive While Disqualified,30140,54
20589,Other,7189,126
20590,Other,23697,48
20591,Theft Under $5000,2025,68
20592,Other Criminal Violations - Offensive Weapons,7667,107
20593,Assaults,3218,78
20594,Assaults,6585,77
20595,Refuse Sample,25463,27
20596,Theft Under $5000,27045,88
20597,Total Arrests,27964,72
20598,Robbery,5286,47
20599,Other,30348,103
20600,Other,7371,21
20601,Theft Over $5000,17904,115
20602,Robbery,22996,57
20603,Assaults,6857,105
20604,Other Criminal Violations - Offensive Weapons,2433,95
20605,Total Arrests,22842,110
20606,Other,4867,27
20607,Total Arrests,13567,128
20608,Assaults,5055,76
20609,Other Criminal Violations - Offensive Weapons,9109,35
20610,Other,18455,98
20611,Other,28553,36
20612,Other,1782,66
20613,Other,24915,56
20614,Other,17901,94
20615,Total Arrests,11063,106
20616,Other,11775,84
20617,Other,31086,136
20618,Theft Under $5000,21876,18
20619,Theft Under $5000,25491,125
20620,Theft Under $5000,22334,2
20621,Total Arrests,15959,76
20622,Fraud,19675,138
20623,Fraud,20955,26
20624,Robbery,9639,47
20625,Break and Enter,1380,30
20626,Drive While Impaired / Over 80,9676,56
20627,Assaults,24055,119
20628,Other,10267,132
20629,Other,31662,139
20630,Other,31522,130
20631,Total Arrests,17185,140
20632,Other,15196,21
20633,Other,25823,68
20634,Theft Under $5000,29536,126
20635,Firearm-Related,10930,43
20636,Firearm-Related,5268,100
20637,Fraud,19880,123
20638,Drive While Impaired / Over 80,29411,93
20639,Break and Enter,30047,140
20640,Other,3258,129
20641,Robbery,22943,116
20642,Robbery,12070,115
20643,Other,982,119
20644,Other,10669,93
20645,Other,18473,9
20646,Refuse Sample,19337,73
20647,Attempted Murder,25588,26
20648,Break and Enter,11657,106
20649,Other,27327,68
20650,Sexual Violations,18511,110
20651,Total Arrests,21197,131
20652,Drive While Impaired / Over 80,8064,25
20653,Theft Under $5000,20246,21
20654,Other,22288,140
20655,Theft Under $5000,18976,54
20656,Other,9666,1
20657,Other,27098,128
20658,Sexual Violations,25742,1
20659,Firearm-Related,19707,135
20660,Other,6438,10
20661,Fraud,25186,40
20662,Theft Under $5000,10376,139
20663,Total Arrests,27108,45
20664,Other,30485,87
20665,Other,30008,27
20666,Assaults,2862,50
20667,Other,12843,61
20668,Fraud,18040,13
20669,Refuse Sample,18140,140
20670,Theft Under $5000,24622,85
20671,Other,25836,84
20672,Assaults,29744,20
20673,Other Criminal Violations - Offensive Weapons,30918,31
20674,Fail to Remain,6228,8
20675,Other,21023,24
20676,Other,11425,33
20677,Sexual Violations,9644,42
20678,Total Arrests,10311,139
20679,Other,18952,94
20680,Theft Under $5000,26569,37
20681,Drive While Impaired / Over 80,15234,34
20682,Assaults,13201,53
20683,Total Arrests,19508,140
20684,Drive While Impaired / Over 80,21549,96
20685,Total Arrests,10533,105
20686,Sexual Violations,23466,48
20687,Assaults,21292,40
20688,Other Criminal Violations - Offensive Weapons,9681,88
20689,Assaults,30581,43
20690,Attempted Murder,26150,17
20691,Refuse Sample,21347,102
20692,Other,10620,111
20693,Refuse Sample,7151,70
20694,Sexual Violations,1767,60
20695,Firearm-Related,3550,77
20696,Assaults,18694,35
20697,Total Arrests,29252,16
20698,Total Arrests,31923,38
20699,Other,26981,32
20700,Drive While Impaired / Over 80,9635,7
20701,Assaults,29370,46
20702,Firearm-Related,1977,18
20703,Other Criminal Violations - Offensive Weapons,15561,71
20704,Drive While Impaired / Over 80,12166,40
20705,Other,23565,88
20706,Assaults,2491,78
20707,Other,25302,5
20708,Assaults,11996,86
20709,Fail to Remain,20766,22
20710,Other,12020,74
20711,Other Criminal Violations - Offensive Weapons,22372,90
20712,Other,7426,79
